date,time_slot,entry_count,day_type,required_trains,optimized_headway_min,Aluva Depot,Muttom Yard,depot_action
2025-10-01,20:00:00,4861,Weekday,6,10.0,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-01,20:15:00,5146,Weekday,7,8.571428571428571,0.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-01,20:30:00,4809,Weekday,6,10.0,0.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-01,20:45:00,5169,Weekday,7,8.571428571428571,0.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-01,21:00:00,1586,Weekday,4,15.0,3.0,14.0,Induct from Muttom Yard
2025-10-01,21:15:00,1478,Weekday,4,15.0,4.0,14.0,Induct from Muttom Yard
2025-10-01,21:30:00,1737,Weekday,4,15.0,3.0,12.0,Induct from Muttom Yard
2025-10-01,21:45:00,1345,Weekday,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-01,22:00:00,1825,Weekday,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-01,22:15:00,1615,Weekday,4,15.0,4.0,12.0,Induct from Muttom Yard
2025-10-01,22:30:00,1808,Weekday,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-01,22:45:00,1810,Weekday,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-01,23:00:00,1674,Weekday,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-02,05:30:00,1614,Weekday,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-02,05:45:00,1883,Weekday,4,15.0,3.0,12.0,Induct from Muttom Yard
2025-10-02,06:00:00,1689,Weekday,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-02,06:15:00,1701,Weekday,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-02,06:30:00,1756,Weekday,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-02,06:45:00,1606,Weekday,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-02,07:00:00,1464,Weekday,4,15.0,3.0,14.0,Induct from Muttom Yard
2025-10-02,07:15:00,1566,Weekday,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-02,07:30:00,1687,Weekday,4,15.0,4.0,12.0,Induct from Muttom Yard
2025-10-02,07:45:00,1472,Weekday,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-02,08:00:00,5215,Weekday,7,8.571428571428571,0.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,08:15:00,5091,Weekday,7,8.571428571428571,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,08:30:00,4909,Weekday,6,10.0,0.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,08:45:00,5836,Weekday,8,7.5,0.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,09:00:00,4848,Weekday,6,10.0,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,09:15:00,5244,Weekday,7,8.571428571428571,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,09:30:00,5027,Weekday,7,8.571428571428571,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,09:45:00,4952,Weekday,6,10.0,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,10:00:00,5344,Weekday,7,8.571428571428571,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,10:15:00,4457,Weekday,6,10.0,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,10:30:00,5518,Weekday,7,8.571428571428571,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,10:45:00,5207,Weekday,7,8.571428571428571,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,11:00:00,5622,Weekday,7,8.571428571428571,1.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,11:15:00,4923,Weekday,6,10.0,1.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,11:30:00,5558,Weekday,7,8.571428571428571,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,11:45:00,5547,Weekday,7,8.571428571428571,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,12:00:00,1878,Weekday,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-02,12:15:00,1656,Weekday,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-02,12:30:00,1662,Weekday,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-02,12:45:00,1650,Weekday,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-02,13:00:00,1843,Weekday,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-02,13:15:00,1791,Weekday,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-02,13:30:00,1453,Weekday,4,15.0,4.0,12.0,Induct from Muttom Yard
2025-10-02,13:45:00,1870,Weekday,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-02,14:00:00,1580,Weekday,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-02,14:15:00,1594,Weekday,4,15.0,3.0,13.0,Induct from Muttom Yard
2025-10-02,14:30:00,1630,Weekday,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-02,14:45:00,1457,Weekday,4,15.0,3.0,12.0,Induct from Muttom Yard
2025-10-02,15:00:00,1658,Weekday,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-02,15:15:00,1696,Weekday,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-02,15:30:00,1732,Weekday,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-02,15:45:00,1928,Weekday,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-02,16:00:00,1862,Weekday,4,15.0,3.0,13.0,Induct from Muttom Yard
2025-10-02,16:15:00,1884,Weekday,4,15.0,3.0,14.0,Induct from Muttom Yard
2025-10-02,16:30:00,1549,Weekday,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-02,16:45:00,1638,Weekday,4,15.0,3.0,14.0,Induct from Muttom Yard
2025-10-02,17:00:00,5476,Weekday,7,8.571428571428571,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,17:15:00,5240,Weekday,7,8.571428571428571,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,17:30:00,5068,Weekday,7,8.571428571428571,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,17:45:00,5018,Weekday,7,8.571428571428571,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,18:00:00,5109,Weekday,7,8.571428571428571,0.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,18:15:00,4848,Weekday,6,10.0,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,18:30:00,4704,Weekday,6,10.0,0.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,18:45:00,4766,Weekday,6,10.0,0.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,19:00:00,5286,Weekday,7,8.571428571428571,1.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,19:15:00,4614,Weekday,6,10.0,1.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,19:30:00,4636,Weekday,6,10.0,1.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,19:45:00,5248,Weekday,7,8.571428571428571,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,20:00:00,5931,Weekday,8,7.5,1.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,20:15:00,4791,Weekday,6,10.0,0.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,20:30:00,4337,Weekday,6,10.0,1.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,20:45:00,5224,Weekday,7,8.571428571428571,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-02,21:00:00,1721,Weekday,4,15.0,3.0,13.0,Induct from Muttom Yard
2025-10-02,21:15:00,1726,Weekday,4,15.0,4.0,12.0,Induct from Muttom Yard
2025-10-02,21:30:00,1703,Weekday,4,15.0,3.0,14.0,Induct from Muttom Yard
2025-10-02,21:45:00,1771,Weekday,4,15.0,3.0,14.0,Induct from Muttom Yard
2025-10-02,22:00:00,1832,Weekday,4,15.0,3.0,13.0,Induct from Muttom Yard
2025-10-02,22:15:00,1518,Weekday,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-02,22:30:00,1559,Weekday,4,15.0,4.0,14.0,Induct from Muttom Yard
2025-10-02,22:45:00,1507,Weekday,4,15.0,3.0,12.0,Induct from Muttom Yard
2025-10-02,23:00:00,1603,Weekday,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-03,05:30:00,1755,Weekday,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-03,05:45:00,1644,Weekday,4,15.0,4.0,14.0,Induct from Muttom Yard
2025-10-03,06:00:00,1666,Weekday,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-03,06:15:00,1565,Weekday,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-03,06:30:00,1524,Weekday,4,15.0,4.0,14.0,Induct from Muttom Yard
2025-10-03,06:45:00,1703,Weekday,4,15.0,4.0,12.0,Induct from Muttom Yard
2025-10-03,07:00:00,1881,Weekday,4,15.0,4.0,14.0,Induct from Muttom Yard
2025-10-03,07:15:00,1654,Weekday,4,15.0,4.0,14.0,Induct from Muttom Yard
2025-10-03,07:30:00,1628,Weekday,4,15.0,3.0,13.0,Induct from Muttom Yard
2025-10-03,07:45:00,1704,Weekday,4,15.0,4.0,12.0,Induct from Muttom Yard
2025-10-03,08:00:00,5021,Weekday,7,8.571428571428571,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,08:15:00,5182,Weekday,7,8.571428571428571,0.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,08:30:00,5034,Weekday,7,8.571428571428571,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,08:45:00,4602,Weekday,6,10.0,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,09:00:00,5524,Weekday,7,8.571428571428571,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,09:15:00,5091,Weekday,7,8.571428571428571,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,09:30:00,4653,Weekday,6,10.0,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,09:45:00,4888,Weekday,6,10.0,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,10:00:00,5732,Weekday,7,8.571428571428571,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,10:15:00,4277,Weekday,6,10.0,1.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,10:30:00,5030,Weekday,7,8.571428571428571,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,10:45:00,4884,Weekday,6,10.0,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,11:00:00,4271,Weekday,6,10.0,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,11:15:00,4898,Weekday,6,10.0,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,11:30:00,5568,Weekday,7,8.571428571428571,0.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,11:45:00,5355,Weekday,7,8.571428571428571,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,12:00:00,1832,Weekday,4,15.0,4.0,14.0,Induct from Muttom Yard
2025-10-03,12:15:00,1702,Weekday,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-03,12:30:00,1861,Weekday,4,15.0,3.0,13.0,Induct from Muttom Yard
2025-10-03,12:45:00,1895,Weekday,4,15.0,3.0,13.0,Induct from Muttom Yard
2025-10-03,13:00:00,1604,Weekday,4,15.0,3.0,13.0,Induct from Muttom Yard
2025-10-03,13:15:00,1725,Weekday,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-03,13:30:00,1720,Weekday,4,15.0,4.0,14.0,Induct from Muttom Yard
2025-10-03,13:45:00,1668,Weekday,4,15.0,4.0,12.0,Induct from Muttom Yard
2025-10-03,14:00:00,1651,Weekday,4,15.0,4.0,14.0,Induct from Muttom Yard
2025-10-03,14:15:00,1656,Weekday,4,15.0,4.0,12.0,Induct from Muttom Yard
2025-10-03,14:30:00,1651,Weekday,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-03,14:45:00,1695,Weekday,4,15.0,4.0,12.0,Induct from Muttom Yard
2025-10-03,15:00:00,1712,Weekday,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-03,15:15:00,1665,Weekday,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-03,15:30:00,1694,Weekday,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-03,15:45:00,1672,Weekday,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-03,16:00:00,1620,Weekday,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-03,16:15:00,1768,Weekday,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-03,16:30:00,1600,Weekday,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-03,16:45:00,1427,Weekday,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-03,17:00:00,4878,Weekday,6,10.0,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,17:15:00,5398,Weekday,7,8.571428571428571,0.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,17:30:00,4794,Weekday,6,10.0,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,17:45:00,5174,Weekday,7,8.571428571428571,0.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,18:00:00,4669,Weekday,6,10.0,1.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,18:15:00,5761,Weekday,7,8.571428571428571,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,18:30:00,5537,Weekday,7,8.571428571428571,1.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,18:45:00,5456,Weekday,7,8.571428571428571,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,19:00:00,5141,Weekday,7,8.571428571428571,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,19:15:00,4944,Weekday,6,10.0,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,19:30:00,4356,Weekday,6,10.0,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,19:45:00,5282,Weekday,7,8.571428571428571,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,20:00:00,5099,Weekday,7,8.571428571428571,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,20:15:00,4473,Weekday,6,10.0,0.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,20:30:00,5124,Weekday,7,8.571428571428571,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,20:45:00,4634,Weekday,6,10.0,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-03,21:00:00,1546,Weekday,4,15.0,3.0,13.0,Induct from Muttom Yard
2025-10-03,21:15:00,1896,Weekday,4,15.0,3.0,14.0,Induct from Muttom Yard
2025-10-03,21:30:00,1593,Weekday,4,15.0,4.0,14.0,Induct from Muttom Yard
2025-10-03,21:45:00,1669,Weekday,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-03,22:00:00,1732,Weekday,4,15.0,3.0,13.0,Induct from Muttom Yard
2025-10-03,22:15:00,1657,Weekday,4,15.0,3.0,14.0,Induct from Muttom Yard
2025-10-03,22:30:00,1517,Weekday,4,15.0,4.0,12.0,Induct from Muttom Yard
2025-10-03,22:45:00,1603,Weekday,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-03,23:00:00,1819,Weekday,4,15.0,3.0,12.0,Induct from Muttom Yard
2025-10-04,05:30:00,1929,Weekend,4,15.0,3.0,12.0,Induct from Muttom Yard
2025-10-04,05:45:00,1952,Weekend,4,15.0,3.0,12.0,Induct from Muttom Yard
2025-10-04,06:00:00,2033,Weekend,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-04,06:15:00,1899,Weekend,4,15.0,3.0,14.0,Induct from Muttom Yard
2025-10-04,06:30:00,2129,Weekend,4,15.0,4.0,12.0,Induct from Muttom Yard
2025-10-04,06:45:00,2257,Weekend,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-04,07:00:00,2171,Weekend,4,15.0,3.0,13.0,Induct from Muttom Yard
2025-10-04,07:15:00,1779,Weekend,4,15.0,4.0,14.0,Induct from Muttom Yard
2025-10-04,07:30:00,2038,Weekend,4,15.0,3.0,12.0,Induct from Muttom Yard
2025-10-04,07:45:00,2370,Weekend,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-04,08:00:00,6670,Weekend,8,7.5,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-04,08:15:00,6727,Weekend,8,7.5,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-04,08:30:00,6800,Weekend,8,7.5,1.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-04,08:45:00,6051,Weekend,7,8.571428571428571,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-04,09:00:00,6516,Weekend,7,8.571428571428571,0.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-04,09:15:00,5463,Weekend,6,10.0,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-04,09:30:00,5286,Weekend,6,10.0,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-04,09:45:00,6853,Weekend,8,7.5,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-04,10:00:00,5969,Weekend,7,8.571428571428571,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-04,10:15:00,6225,Weekend,7,8.571428571428571,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-04,10:30:00,5798,Weekend,6,10.0,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-04,10:45:00,6189,Weekend,7,8.571428571428571,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-04,11:00:00,6139,Weekend,7,8.571428571428571,0.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-04,11:15:00,6076,Weekend,7,8.571428571428571,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-04,11:30:00,6417,Weekend,7,8.571428571428571,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-04,11:45:00,6692,Weekend,8,7.5,1.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-04,12:00:00,2197,Weekend,4,15.0,4.0,14.0,Induct from Muttom Yard
2025-10-04,12:15:00,2004,Weekend,4,15.0,4.0,14.0,Induct from Muttom Yard
2025-10-04,12:30:00,2093,Weekend,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-04,12:45:00,2193,Weekend,4,15.0,3.0,12.0,Induct from Muttom Yard
2025-10-04,13:00:00,2111,Weekend,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-04,13:15:00,2279,Weekend,4,15.0,3.0,14.0,Induct from Muttom Yard
2025-10-04,13:30:00,2001,Weekend,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-04,13:45:00,2003,Weekend,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-04,14:00:00,1988,Weekend,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-04,14:15:00,2164,Weekend,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-04,14:30:00,2050,Weekend,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-04,14:45:00,2146,Weekend,4,15.0,4.0,14.0,Induct from Muttom Yard
2025-10-04,15:00:00,2200,Weekend,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-04,15:15:00,2109,Weekend,4,15.0,4.0,14.0,Induct from Muttom Yard
2025-10-04,15:30:00,2286,Weekend,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-04,15:45:00,1865,Weekend,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-04,16:00:00,1962,Weekend,4,15.0,3.0,13.0,Induct from Muttom Yard
2025-10-04,16:15:00,1979,Weekend,4,15.0,5.0,13.0,Induct from Muttom Yard
